date,net_worth
2023-03-27,50009.00193119049
2023-03-28,50008.88100528717
2023-03-29,50009.45463466644
2023-03-30,50009.853377342224
2023-03-31,50010.24712085724
2023-04-03,50010.43499851227
2023-04-04,50009.92333126068
2023-04-05,50009.35170459747
2023-04-06,50009.507601737976
2023-04-10,50010.04925060272
2023-04-11,50009.63951587677
2023-04-12,50008.96595096588
2023-04-13,50008.9339723587
2023-04-14,50009.228781700134
2023-04-17,50009.472626686096
2023-04-18,50010.137194633484
2023-04-19,50010.40102100372
2023-04-20,50009.57455730438
2023-04-21,50009.57455730438
2023-04-24,50009.49761104584
2023-04-25,50009.49761104584
2023-04-26,50009.49761104584
2023-04-27,50009.49761104584
2023-04-28,50009.49761104584
2023-05-01,50010.65785694122
2023-05-02,50009.95831012726
2023-05-03,50009.55057621002
2023-05-04,50009.31073284149
2023-05-05,50010.42800426483
2023-05-08,50010.89869976044
2023-05-09,50010.31907367706
2023-05-10,50010.63287258148
2023-05-11,50010.3260717392
2023-05-12,50010.08822917938
2023-05-15,50010.70082759857
2023-05-16,50010.960659980774
2023-05-17,50011.92503261566
2023-05-18,50013.42405796051
2023-05-19,50013.01032733917
2023-05-22,50012.92238712311
2023-05-23,50012.43470096588
2023-05-24,50012.28479862213
2023-05-25,50019.72196865082
2023-05-26,50020.687346458435
2023-05-30,50021.85158824921
2023-05-31,50019.5760641098
2023-06-01,50021.510813713074
2023-06-02,50021.06809139252
2023-06-05,50020.91219615936
2023-06-06,50020.395537376404
2023-06-07,50019.22116756439
2023-06-08,50020.255610466
2023-06-09,50020.51546764374
2023-06-12,50021.22707653046
2023-06-13,50022.766238212585
2023-06-14,50024.74016094208
2023-06-15,50024.39634990692
2023-06-16,50024.435324668884
2023-06-20,50025.550711631775
2023-06-21,50024.78813457489
2023-06-22,50024.76814556122
2023-06-23,50023.95258998871
2023-06-26,50022.37644863129
2023-06-27,50023.619769096375
2023-06-28,50022.86117839813
2023-06-29,50022.56634426117
2023-06-30,50024.04553890228
2023-07-03,50024.156474113464
2023-07-05,50024.060534477234
2023-07-06,50023.84664821625
2023-07-07,50024.24642086029
2023-07-10,50023.923605918884
2023-07-11,50023.923605918884
2023-07-12,50023.923605918884
2023-07-13,50023.923605918884
2023-07-14,50023.41588497162
2023-07-17,50024.40734386444
2023-07-18,50025.43977642059
2023-07-19,50025.02301311493
2023-07-20,50023.46685695648
2023-07-21,50022.256514549255
2023-07-24,50022.55935192108
2023-07-25,50023.62576961517
2023-07-26,50023.39889431
2023-07-27,50023.846652030945
2023-07-28,50024.6961889267
2023-07-31,50024.675196647644
2023-08-01,50024.453318595886
2023-08-02,50022.216544151306
2023-08-03,50022.46240520477
2023-08-04,50022.627314567566
2023-08-07,50023.36391735077
2023-08-08,50022.611327171326
2023-08-09,50022.611327171326
2023-08-10,50022.611327171326
2023-08-11,50022.611327171326
2023-08-14,50022.611327171326
2023-08-15,50022.611327171326
2023-08-16,50022.611327171326
2023-08-17,50022.611327171326
2023-08-18,50022.611327171326
2023-08-21,50022.611327171326
2023-08-22,50022.611327171326
2023-08-23,50022.611327171326
2023-08-24,50022.611327171326
2023-08-25,50022.611327171326
2023-08-28,50023.42787837982
2023-08-29,50025.37581920624
2023-08-30,50025.85555553436
2023-08-31,50025.94650936127
2023-09-01,50025.10096645355
2023-09-05,50025.13994503021
2023-09-06,50023.657629966736
2023-09-07,50022.83801174164
2023-09-08,50022.169322013855
2023-09-11,50021.77550029755
2023-09-12,50021.467646598816
2023-09-13,50022.082365989685
2023-09-14,50022.17831707001
2023-09-15,50020.49809551239
2023-09-18,50020.49809551239
2023-09-19,50020.49809551239
2023-09-20,50020.49809551239
2023-09-21,50020.49809551239
2023-09-22,50020.49809551239
2023-09-25,50020.49809551239
2023-09-26,50020.49809551239
2023-09-27,50020.49809551239
2023-09-28,50020.49809551239
2023-09-29,50020.49809551239
2023-10-02,50020.49809551239
2023-10-03,50020.49809551239
2023-10-04,50020.49809551239
2023-10-05,50020.49809551239
2023-10-06,50020.49809551239
2023-10-09,50020.49809551239
2023-10-10,50021.02285671234
2023-10-11,50022.030386924744
2023-10-12,50022.16932582855
2023-10-13,50020.686007499695
2023-10-16,50021.31972408295
2023-10-17,50019.16371822357
2023-10-18,50017.42252635956
2023-10-19,50017.32757091522
2023-10-20,50016.61390209198
2023-10-23,50018.20116710663
2023-10-24,50018.8888463974
2023-10-25,50018.8888463974
2023-10-26,50018.8888463974
2023-10-27,50018.8888463974
2023-10-30,50018.8888463974
2023-10-31,50018.8888463974
2023-11-01,50018.8888463974
2023-11-02,50018.8888463974
2023-11-03,50018.8888463974
2023-11-06,50018.8888463974
2023-11-07,50018.8888463974
2023-11-08,50018.8888463974
2023-11-09,50018.8888463974
2023-11-10,50020.27320384979
2023-11-13,50020.5580701828
2023-11-14,50021.59358882904
2023-11-15,50020.825949668884
2023-11-16,50021.41767787933
2023-11-17,50021.23576259613
2023-11-20,50022.34624385834
2023-11-21,50021.8814573288
2023-11-22,50020.65402507782
2023-11-24,50019.7144651413
2023-11-27,50020.180247306824
2023-11-28,50019.75943660736
2023-11-29,50020.0782995224
2023-11-30,50018.708930015564
2023-12-01,50018.70392894745
2023-12-04,50017.44950771332
2023-12-05,50018.50911617279
2023-12-06,50018.50911617279
2023-12-07,50018.50911617279
2023-12-08,50018.50911617279
2023-12-11,50018.50911617279
2023-12-12,50018.50911617279
2023-12-13,50018.50911617279
2023-12-14,50018.50911617279
2023-12-15,50018.50911617279
2023-12-18,50018.50911617279
2023-12-19,50018.50911617279
2023-12-20,50017.016673088074
2023-12-21,50017.89535045624
2023-12-22,50017.73541164398
2023-12-26,50018.18423748016
2023-12-27,50018.32218837738
2023-12-28,50018.427149772644
2023-12-29,50018.427149772644
2024-01-02,50017.07365703583
2024-01-03,50016.47488307953
2024-01-04,50016.903723716736
2024-01-05,50018.00230693817
2024-01-08,50021.157122612
2024-01-09,50022.043791770935
2024-01-10,50023.25333690643
2024-01-11,50023.72516155243
2024-01-12,50023.61320018768
2024-01-16,50025.28457546234
2024-01-17,50024.95569896698
2024-01-18,50026.00930309296
2024-01-19,50028.39240550995
2024-01-22,50028.55534648895
2024-01-23,50028.77426815033
2024-01-24,50030.26270198822
2024-01-25,50030.517607688904
2024-01-26,50029.93183040619
2024-01-29,50031.365290641785
2024-01-30,50031.67417049408
2024-01-31,50030.42764186859
2024-02-01,50031.92708110809
2024-02-02,50035.0589094162
2024-02-05,50038.229716300964
2024-02-06,50037.121134757996
2024-02-07,50038.99641704559
2024-02-08,50038.53859233856
2024-02-09,50041.029658317566
2024-02-12,50041.14461803436
2024-02-13,50041.02467632294
2024-02-14,50042.79600048065
2024-02-15,50041.55446147919
2024-02-16,50041.50947856903
2024-02-20,50038.34967327118
2024-02-21,50036.37041759491
2024-02-22,50047.432269096375
2024-02-23,50047.71115398407
2024-02-26,50047.98605632782
2024-02-27,50047.59519481659
2024-02-28,50046.55758190155
2024-02-29,50048.00604534149
2024-03-01,50051.171847343445
2024-03-04,50054.12874126434
2024-03-05,50054.859499931335
2024-03-06,50057.594599723816
2024-03-07,50061.562289237976
2024-03-08,50056.422991752625
2024-03-11,50054.66956615448
2024-03-12,50060.806544303894
2024-03-13,50059.78188610077
2024-03-14,50056.83884716034
2024-03-15,50056.73187541962
2024-03-18,50057.349680900574
2024-03-19,50058.292384147644
2024-03-20,50059.26605510712
2024-03-21,50060.32870006561
2024-03-22,50063.18177318573
2024-03-25,50063.89452648163
2024-03-26,50061.454325675964
2024-03-27,50059.144083976746
2024-03-28,50059.250056266785
2024-04-01,50059.25705242157
2024-04-02,50058.34635448456
2024-04-03,50057.85851573944
2024-04-04,50054.800517082214
2024-04-05,50056.90282726288
2024-04-08,50056.02811717987
2024-04-09,50056.02811717987
2024-04-10,50056.02811717987
2024-04-11,50056.02811717987
2024-04-12,50056.02811717987
2024-04-15,50056.02811717987
2024-04-16,50056.02811717987
2024-04-17,50056.02811717987
2024-04-18,50056.02811717987
2024-04-19,50056.02811717987
2024-04-22,50056.02811717987
2024-04-23,50056.02811717987
2024-04-24,50056.02811717987
2024-04-25,50056.02811717987
2024-04-26,50056.02811717987
2024-04-29,50056.02811717987
2024-04-30,50056.02811717987
2024-05-01,50056.02811717987
2024-05-02,50056.02811717987
2024-05-03,50056.02811717987
2024-05-06,50056.02811717987
2024-05-07,50054.44263744354
2024-05-08,50054.30069255829
2024-05-09,50052.63623332977
2024-05-10,50053.76685619354
2024-05-13,50054.2876996994
2024-05-14,50055.24437236786
2024-05-15,50058.51729106903
2024-05-16,50058.246386528015
2024-05-17,50056.366991996765
2024-05-20,50058.66725444794
2024-05-21,50059.2730512619
2024-05-22,50058.83719921112
2024-05-23,50067.68329143524
2024-05-24,50070.35241985321
2024-05-28,50077.781962394714
2024-05-29,50078.70566082001
2024-05-30,50074.38207530975
2024-05-31,50073.515376091
2024-06-03,50078.88060283661
2024-06-04,50080.3171339035
2024-06-05,50086.318163871765
2024-06-06,50084.87663555145
2024-06-07,50084.766673088074
2024-06-10,50085.66837596893
2024-06-11,50084.79860210419
2024-06-12,50089.087527275085
2024-06-13,50093.49646282196
2024-06-14,50095.76588726044
2024-06-17,50094.86612224579
2024-06-18,50099.464983940125
2024-06-20,50094.666155815125
2024-06-21,50090.45719432831
2024-06-24,50081.99927806854
2024-06-25,50089.97731304169
2024-06-26,50090.28724193573
2024-06-27,50087.877833366394
2024-06-28,50087.427943229675
2024-07-01,50088.18776226044
2024-07-02,50086.55815410614
2024-07-03,50092.166781425476
2024-07-05,50092.166781425476
2024-07-08,50092.166781425476
2024-07-09,50092.166781425476
2024-07-10,50092.166781425476
2024-07-11,50092.166781425476
2024-07-12,50092.166781425476
2024-07-15,50092.166781425476
2024-07-16,50090.087290763855
2024-07-17,50081.7193479538
2024-07-18,50084.81859111786
2024-07-19,50081.659373283386
2024-07-22,50087.26798534393
2024-07-23,50086.31821727753
2024-07-24,50086.31821727753
2024-07-25,50086.31821727753
2024-07-26,50086.31821727753
2024-07-29,50086.31821727753
2024-07-30,50086.31821727753
2024-07-31,50086.31821727753
2024-08-01,50086.31821727753
2024-08-02,50086.31821727753
2024-08-05,50086.31821727753
2024-08-06,50086.31821727753
2024-08-07,50086.31821727753
2024-08-08,50086.31821727753
2024-08-09,50086.31821727753
2024-08-12,50086.31821727753
2024-08-13,50086.31821727753
2024-08-14,50086.31821727753
2024-08-15,50086.31821727753
2024-08-16,50086.31821727753
2024-08-19,50086.31821727753
2024-08-20,50083.56889629364
2024-08-21,50084.81859874725
2024-08-22,50080.05975627899
2024-08-23,50085.688364982605
2024-08-26,50082.779086112976
2024-08-27,50084.61864757538
2024-08-28,50081.9293012619
2024-08-29,50073.911273002625
2024-08-30,50075.69083690643
2024-09-03,50064.323634147644
2024-09-04,50062.534075737
2024-09-05,50063.533831596375
2024-09-06,50059.154910087585
2024-09-09,50059.154910087585
2024-09-10,50059.154910087585
2024-09-11,50059.154910087585
2024-09-12,50059.154910087585
2024-09-13,50059.154910087585
2024-09-16,50059.154910087585
2024-09-17,50059.154910087585
2024-09-18,50059.154910087585
2024-09-19,50059.154910087585
2024-09-20,50059.154910087585
2024-09-23,50059.154910087585
2024-09-24,50063.76416301727
2024-09-25,50066.40374279022
2024-09-26,50066.93365764618
2024-09-27,50064.294085502625
2024-09-30,50064.33407115936
2024-10-01,50059.89478588104
2024-10-02,50061.74448680878
2024-10-03,50065.743845939636
2024-10-04,50067.8135099411
2024-10-07,50070.61306285858
2024-10-08,50075.78222942352
2024-10-09,50075.542269706726
2024-10-10,50077.70192241669
2024-10-11,50077.69192790985
2024-10-14,50080.961413383484
2024-10-15,50074.49244976044
2024-10-16,50078.611773490906
2024-10-17,50079.821581840515
2024-10-18,50080.891406059265
2024-10-21,50086.60049724579
2024-10-22,50086.48051738739
2024-10-23,50082.451159477234
2024-10-24,50083.30102825165
2024-10-25,50084.4308347702
2024-10-28,50083.41099834442
2024-10-29,50084.14088726044
2024-10-30,50082.23118877411
2024-10-31,50075.65225505829
2024-11-01,50078.29182720184
2024-11-04,50078.94172954559
2024-11-05,50082.80110454559
2024-11-06,50088.5001707077
2024-11-07,50091.769671440125
2024-11-08,50090.51985454559
2024-11-11,50088.15024089813
2024-11-12,50091.17973613739
2024-11-13,50089.16006755829
2024-11-14,50089.64998149872
2024-11-15,50084.87076091766
2024-11-18,50083.0410490036
2024-11-19,50089.89995098114
2024-11-20,50088.78013896942
2024-11-21,50089.560015678406
2024-11-22,50084.84076213837
2024-11-25,50078.9117307663
2024-11-26,50079.81158733368
2024-11-27,50078.23182964325
2024-11-29,50078.23182964325
2024-12-02,50078.23182964325
2024-12-03,50078.23182964325
2024-12-04,50078.23182964325
2024-12-05,50078.23182964325
2024-12-06,50078.23182964325
2024-12-09,50078.23182964325
2024-12-10,50078.23182964325
2024-12-11,50078.23182964325
2024-12-12,50078.23182964325
2024-12-13,50078.23182964325
2024-12-16,50078.23182964325
2024-12-17,50078.23182964325
2024-12-18,50078.23182964325
2024-12-19,50078.23182964325
2024-12-20,50078.23182964325
2024-12-23,50078.23182964325
2024-12-24,50078.23182964325
2024-12-26,50078.23182964325
2024-12-27,50078.23182964325
2024-12-30,50078.23182964325
2024-12-31,50078.23182964325
2025-01-02,50078.23182964325
2025-01-03,50078.23182964325
2025-01-06,50083.191363334656
2025-01-07,50073.90222454071
2025-01-08,50073.8722410202
2025-01-10,50069.67262554169
2025-01-13,50066.99286174774
2025-01-14,50065.52299785614
2025-01-15,50070.00259685516
2025-01-16,50067.33284282684
2025-01-17,50071.472460746765
2025-01-21,50074.59216594696
2025-01-22,50080.83160686493
2025-01-23,50080.83160686493
2025-01-24,50080.83160686493
2025-01-27,50080.83160686493
2025-01-28,50080.83160686493
2025-01-29,50080.83160686493
2025-01-30,50080.83160686493
2025-01-31,50080.83160686493
2025-02-03,50080.83160686493
2025-02-04,50080.83160686493
2025-02-05,50080.83160686493
2025-02-06,50080.83160686493
2025-02-07,50080.83160686493
2025-02-10,50080.83160686493
2025-02-11,50080.83160686493
2025-02-12,50080.83160686493
2025-02-13,50080.83160686493
2025-02-14,50080.83160686493
2025-02-18,50080.83160686493
2025-02-19,50080.66162395477
2025-02-20,50081.54155254364
2025-02-21,50075.8620634079
2025-02-24,50071.71245098114
2025-02-25,50068.06278514862
2025-02-26,50072.712359428406
2025-02-27,50061.583384513855
2025-02-28,50066.35293865204
2025-03-03,50055.49393749237
2025-03-04,50057.42376232147
2025-03-05,50057.42376232147
2025-03-06,50057.42376232147
2025-03-07,50057.42376232147
2025-03-10,50057.42376232147
2025-03-11,50057.42376232147
2025-03-12,50057.42376232147
2025-03-13,50057.42376232147
2025-03-14,50057.42376232147
2025-03-17,50057.42376232147
2025-03-18,50057.42376232147
2025-03-19,50057.42376232147
2025-03-20,50057.42376232147
2025-03-21,50057.42376232147
2025-03-24,50057.42376232147
2025-03-25,50057.42376232147
2025-03-26,50050.4937620163
2025-03-27,50048.16376018524
2025-03-28,50046.40375804901
2025-03-31,50045.113757133484
2025-04-01,50046.883761405945
2025-04-02,50047.15375804901
2025-04-03,50047.15375804901
2025-04-04,50047.15375804901
2025-04-07,50047.15375804901
2025-04-08,50047.15375804901
2025-04-09,50047.15375804901
2025-04-10,50047.15375804901
2025-04-11,50047.15375804901
2025-04-14,50047.15375804901
2025-04-15,50047.15375804901
2025-04-16,50047.15375804901
2025-04-17,50047.15375804901
2025-04-21,50047.15375804901
2025-04-22,50047.15375804901
2025-04-23,50047.15375804901
2025-04-24,50050.873759269714
2025-04-25,50050.873759269714
2025-04-28,50048.59376049042
2025-04-29,50048.88375377655
2025-04-30,50048.88375377655
2025-05-01,50048.88375377655
2025-05-02,50051.7737531662
2025-05-05,50051.09375286102
2025-05-06,50050.813754081726
2025-05-07,50054.33375072479
2025-05-08,50054.64375591278
2025-05-09,50053.92375469208
2025-05-12,50060.2737531662
2025-05-13,50067.20374584198
2025-05-14,50072.61374950409
2025-05-15,50072.10375499725
2025-05-16,50072.67374706268
2025-05-19,50072.84376049042
2025-05-20,50071.65375804901
2025-05-21,50069.07375621796
2025-05-22,50070.10375499725
2025-05-23,50068.56374645233
2025-05-27,50072.7737531662
2025-05-28,50072.08375072479
